업종명,인허가일자,업소명,소재지도로명주소,소재지지번주소,영업장면적,건물내부면적,건물외부면적,업소소재지전화,업태명
휴게음식점,2016-10-07,스타벅스 화곡DT점,"서울특별시 강서구 등촌로 57, 1~3층 (화곡동, 4동, 스타벅스화곡점)",서울특별시 강서구 화곡동 772-67 (지상1~3층) ,461.28,461.28,0,02-2648-3257,커피숍
휴게음식점,2016-10-10,장수커피,"서울특별시 강서구 등촌로55길 18, 1층 (등촌동, 2동, 거산파크빌)",서울특별시 강서구 등촌동 506-25 (지상1층) ,31.57,31.57,0,  02-2649-0010,커피숍
휴게음식점,2016-10-11,DESSERT39(디저트39),"서울특별시 강서구 등촌로55길 8, 1층 (등촌동, 2동, D.오피스)","서울특별시 강서구 등촌동 506-14 (등촌2동), D.오피스 1층 ",40,40,0,02-1111-1111,커피숍
휴게음식점,2016-11-08,커피에 반하다 공항점,"서울특별시 강서구 남부순환로11가길 5, 1~2층 102호, 2층 일부호 (공항동)",서울특별시 강서구 공항동 1335-9 (지상1~2층) ,59.4,59.4,0,  02-2662-9153,커피숍
휴게음식점,2016-11-09,Cafe um plate(카페움플레이트),"서울특별시 강서구 마곡중앙1로 72, 판매시설동 1층 101호 (마곡동, 공항동 마곡엠밸리10단지)",서울특별시 강서구 마곡동 747-0 마곡엠밸리10단지 (지상 1층) 판매시설동 101호,81.59,81.59,0,02-1111-1111,커피숍
휴게음식점,2016-11-16,커피 1984,"서울특별시 강서구 공항대로45길 10, 1~2층 (등촌동, 1동 은혜빌딩)",서울특별시 강서구 등촌동 655-35 은혜빌딩 (지상 1 ~ 2층) ,92,92,0,02-1111-1111,커피숍
휴게음식점,2016-11-24,규's 커피,"서울특별시 강서구 공항대로 140, 판매시설3동 1층 103호 (마곡동, 공항동 마곡엠밸리12단지)",서울특별시 강서구 마곡동 746-1 마곡엠밸리12단지 (지상 1층) 판매시설3동 103호,21.19,21.19,0,  02-2663-7048,커피숍
휴게음식점,2016-11-25,학교앞 카페,"서울특별시 강서구 우장산로4길 83, 1층 2호 (내발산동, 우장산동)",서울특별시 강서구 내발산동 706-13 (지상1층) ,33,33,0,  02-3662-8877,커피숍
휴게음식점,2016-12-07,이디야커피(우장산동점),"서울특별시 강서구 우현로 15, 1층 102~103호 (화곡동, 우장산동, 우장빌딩)","서울특별시 강서구 화곡동 84-4 (우장산동), 우장빌딩 102~3호",81.84,81.84,0,  02-2630-3330,커피숍
휴게음식점,2016-12-27,놀숲 마곡발산점,"서울특별시 강서구 마곡중앙6로 93, 8층 806호 (마곡동, 가양 1동 열린프라자)",서울특별시 강서구 마곡동 795-7 열린프라자 (지상 8층) 806호,35,35,0,02-1111-1111,커피숍
휴게음식점,2017-01-02,까치산커피,"서울특별시 강서구 곰달래로25길 25, 1층 (화곡동, 8동)",서울특별시 강서구 화곡동 342-1 (지상 1층) ,24.2,24.2,0,02-1111-1111,커피숍
휴게음식점,2017-01-03,배냇,"서울특별시 강서구 양천로27길 91-6, 지층 (방화동, 3동)","서울특별시 강서구 방화동 134-5 (3동), 지층 ",49.76,49.76,0,02-1111-1111,커피숍
휴게음식점,2017-01-13,서울강서등촌지역자활센터,"서울특별시 강서구 강서로47가길 20-7, 1층 102호 (내발산동, 1동 드림하우스)",서울특별시 강서구 내발산동 708-0 드림하우스 (지상 1층) 102호,25.08,25.08,0,  02-3664-5920,커피숍
휴게음식점,2017-02-01,블루 트리,"서울특별시 강서구 마곡중앙6로 65, 1층 110호 (마곡동, 가양 1동 지투프라자)",서울특별시 강서구 마곡동 796-6 지투프라자 (지상 1층) 110호,27.35,27.35,0,02-1111-1111,커피숍
휴게음식점,2017-02-08,맥켄지 커피,"서울특별시 강서구 강서로 47-6, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 343-74 외 1필지 (지상 1층) ,38.86,38.86,0,  02-2667-6323,커피숍
휴게음식점,2017-02-27,라루라루 3호점,"서울특별시 강서구 공항대로51길 17-7, 1층 (등촌동, 1동)",서울특별시 강서구 등촌동 654-16 (지상1층) 1동 ,5.6,5.6,0,02-1111-1111,커피숍
휴게음식점,2017-03-02,리트웨이(우장산점),"서울특별시 강서구 강서로 242, 상가동 1층 143호 (화곡동, 우장산동 강서힐스테이트)",서울특별시 강서구 화곡동 1165-1 강서힐스테이트 (지상 1층) 상가동 143호,26.67,26.67,0,  02-2604-0455,커피숍
휴게음식점,2017-03-07,이디야커피 화곡중앙점,"서울특별시 강서구 까치산로 79, 1층 (화곡동, 본동)",서울특별시 강서구 화곡동 24-154 (지상 1층) ,50,50,0,  02-2602-9774,커피숍
휴게음식점,2017-03-08,셀렉토커피 마곡역점,"서울특별시 강서구 마곡서로 101, 1층 155호 (마곡동, 방화 1동 동익드미라벨복합빌딩)",서울특별시 강서구 마곡동 768-2 외 1필지 동익드미라벨복합빌딩 (지상 1층) 155호,73.39,73.39,0,02-1111-1111,커피숍
휴게음식점,2017-03-17,커피칼라,"서울특별시 강서구 강서로 285, 1층 (내발산동, 1동 인소아과복합빌딩)",서울특별시 강서구 내발산동 701-12 인소아과복합빌딩 (지상 1층) ,92,92,0,  02-2665-0866,커피숍
휴게음식점,2017-03-17,카페 헤니알(cafe genial),"서울특별시 강서구 공항대로 237, 에이스타워 마곡 1층 116호 (마곡동)",서울특별시 강서구 마곡동 797 에이스타워 마곡 1층 116호,28.88,28.88,0,02-1111-1111,커피숍
휴게음식점,2017-03-22,카페라로,"서울특별시 강서구 마곡서로 152, 두산더랜드타워 B동 2층 218호 (마곡동)",서울특별시 강서구 마곡동 759-1 두산더랜드타워 2층 B동 218호,40.33,40.33,0,02-1111-1111,커피숍
휴게음식점,2017-03-23,스타벅스 가양역점,"서울특별시 강서구 양천로 476, 1층 A호 (등촌동, 3동, 금부빌딩)",서울특별시 강서구 등촌동 73-1 금부빌딩 (지상1층) A호,231.4,231.4,0,  02-3661-3418,커피숍
휴게음식점,2017-03-24,바람쐬다,"서울특별시 강서구 초록마을로18길 25-11, 1층 (화곡동, 본동)",서울특별시 강서구 화곡동 56-51 외 1필지 (지상 1층) ,27.72,27.72,0,02-1111-1111,커피숍
휴게음식점,2017-03-24,엘림카페 & 스낵쉼터,"서울특별시 강서구 등촌로5길 79, 2층 (화곡동, 4동)",서울특별시 강서구 화곡동 838-1 (지상2층) ,90,90,0,02-1111-1111,커피숍
휴게음식점,2017-03-28,까페하늘빛,"서울특별시 강서구 양천로47가길 25-10, 1층 (가양동, 1동 한국기독교장로회 양천교회 예배당)",서울특별시 강서구 가양동 247-3 외 1필지 한국기독교장로회 양천교회 예배당 (지상 1층) ,66.04,66.04,0, 070-4902-0082,커피숍
휴게음식점,2017-03-29,커피베이,"서울특별시 강서구 발산로 24, 2층 (외발산동, 수협공판장동)","서울특별시 강서구 외발산동 424 2층, 수협공판장동 2층 ",12.96,12.96,0,  02-2663-7773,커피숍
휴게음식점,2017-04-04,이디야 화곡남부시장점,"서울특별시 강서구 등촌로5길 80, 1층 (화곡동, 4동)",서울특별시 강서구 화곡동 830-1 (지상 1층) ,66,66,0,  02-2644-7077,커피숍
휴게음식점,2017-04-05,에띠임프리미엄라운지,"서울특별시 강서구 등촌로55길 21, 1층 (등촌동, 2동 에띠임신관)",서울특별시 강서구 등촌동 508-1 에띠임신관 (지상 1층) ,90,90,0, 070-4650-4086,커피숍
휴게음식점,2017-04-14,이디야 마곡나루역점,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 1층 103~104, 130호 (마곡동)","서울특별시 강서구 마곡동 760-0 마곡나루역보타닉푸르지오시티 (지상 1층) 103~104, 130호 ",110.12,110.12,0,  02-2659-2883,커피숍
휴게음식점,2017-04-27,스타벅스 마곡GMG점,"서울특별시 강서구 마곡중앙6로 16, 1층 117일부~120호 (마곡동, 가양 1동 마곡지엠지타워)",서울특별시 강서구 마곡동 773-2 마곡지엠지타워 (지상 1층) 117일부~120호 ,217.35,217.35,0,02-1111-1111,커피숍
휴게음식점,2017-05-02,파이어 앤드 아이스,"서울특별시 강서구 강서로47길 34-8, 지하 1층 (내발산동, 1동)",서울특별시 강서구 내발산동 680-0 (지하 1층) ,37.87,37.87,0,02-1111-1111,커피숍
휴게음식점,2017-05-08,이디야 마곡역점,"서울특별시 강서구 공항대로 195, 1층 상가-131호 (마곡동, 가양 1동 힐스테이트에코동익)",서울특별시 강서구 마곡동 773-3 힐스테이트에코동익 (지상 1층) 상가-131호,70.58,70.58,0,02-1111-1111,커피숍
휴게음식점,2017-05-15,커피베이마곡역점,"서울특별시 강서구 공항대로 205, 1층 102호 (마곡동, 에스에이치빌딩, 가양1동)",서울특별시 강서구 마곡동 774-0 에스에이치빌딩 (지상 1층) 102호,47.25,47.25,0,02-1111-1111,커피숍
휴게음식점,2017-05-23,메가커피 마곡점,"서울특별시 강서구 마곡중앙5로1길 20, 1층 112호 (마곡동, 가양 1동 마곡나루역보타닉비즈타워)",서울특별시 강서구 마곡동 757-3 마곡나루역보타닉비즈타워 (지상 1층) 112호,37.44,37.44,0,02-2093-6511,커피숍
휴게음식점,2017-05-25,이디야커피(까치산역),"서울특별시 강서구 강서로17길 6, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 349-15 (지상 1층) ,130,130,0,  02-2602-7668,커피숍
휴게음식점,2017-06-01,브라운씨,"서울특별시 강서구 강서로47가길 20-10, 1층 (내발산동, 1동)",서울특별시 강서구 내발산동 700-5 (지상 1층) ,63.3,63.3,0,02-1111-1111,커피숍
휴게음식점,2017-06-02,카페 글루세라(Glue Sera),"서울특별시 강서구 마곡중앙5로 6, 지하 1층 130호 (마곡동, 가양 1동  마곡나루역보타닉푸르지오시티)",서울특별시 강서구 마곡동 760-0 마곡나루역보타닉푸르지오시티 (지하 1층) 130호,39,39,0,02-1111-1111,커피숍
휴게음식점,2017-06-05,커피홀,"서울특별시 강서구 마곡중앙로 161-1, 1층 116호 (마곡동, 가양 1동 마곡나루역캐슬파크)",서울특별시 강서구 마곡동 760-2 마곡나루역캐슬파크 (지상 1층) 116호,41.46,41.46,0,02-1111-1111,커피숍
휴게음식점,2017-06-16,국민우유집 가양점,"서울특별시 강서구 양천로 401, B동 1층 108-1호 (가양동, 1동 강서한강자이타워)",서울특별시 강서구 가양동 1498-0 강서한강자이타워 (지상 1층) B동 108-1호,37.16,37.16,0,02-1111-1111,커피숍
휴게음식점,2017-06-19,빽다방 마곡나루역북부점,"서울특별시 강서구 마곡중앙5로1길 20, 1층 101호 (마곡동, 가양 1동 마곡나루역보타닉비즈타워)",서울특별시 강서구 마곡동 757-3 마곡나루역보타닉비즈타워 (지상 1층) 101호,42.35,42.35,0,  02-3662-0504,커피숍
휴게음식점,2017-06-20,서울강서지역자활센터더마실카페,"서울특별시 강서구 양천로18길 16, 1층 101호 (방화동, 1동 로뎀하우스)",서울특별시 강서구 방화동 575-9 로뎀하우스 (지상 1층) 101호,38.4,38.4,0, 070-7799-7100,커피숍
휴게음식점,2017-06-21,커피에 반하다(등촌점),"서울특별시 강서구 공항대로41길 66, 1층 122호 (등촌동, 세신종합상가)",서울특별시 강서구 등촌동 698-1 세신종합상가 (지상 1층) 122호,22.05,22.05,0,  02-2659-8320,커피숍
휴게음식점,2017-06-22,요거프레소 강서구청점,"서울특별시 강서구 공항대로46길 57, 1층 102호 (화곡동, 6동 정원빌딩)",서울특별시 강서구 화곡동 1115-8 정원빌딩 (지상 1층) 102호,27.54,27.54,0,  02-2697-4912,커피숍
휴게음식점,2017-06-30,캐시아 커피하우스,"서울특별시 강서구 강서로56가길 141, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 683-2 (지상 1층) ,283.5,283.5,0,02-1111-1111,커피숍
휴게음식점,2017-07-06,스트릿츄러스 NC강서점,"서울특별시 강서구 강서로56길 17, 8층 (등촌동, 3동, 강서NC백화점 )","서울특별시 강서구 등촌동 689 3동, 강서NC백화점 8층 ",6.6,6.6,0,02-1111-1111,커피숍
휴게음식점,2017-07-14,이디야 커피,"서울특별시 강서구 방화동로 95, 1층 (방화동, 2동)",서울특별시 강서구 방화동 580-130 (지상1층) ,80,80,0,  02-2661-1320,커피숍
휴게음식점,2017-07-14,자연드림 등촌점,"서울특별시 강서구 강서로56길 100, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 667-3 (지상1층) ,23.7,23.7,0,02-1111-1111,커피숍
휴게음식점,2017-07-24,편의점&카페24,"서울특별시 강서구 등촌로 3, 1층 (화곡동, 4동 부경빌딩)",서울특별시 강서구 화곡동 782-5 부경빌딩 (지상 1층) ,32.5,32.5,0,02-1111-1111,커피숍
휴게음식점,2017-07-24,아메리칸 트레일러 NC강서점,"서울특별시 강서구 강서로56길 17, 8층 (등촌동, 3동, 강서NC백화점 8층)",서울특별시 강서구 등촌동 689 강서NC백화점 8층 ,6.6,6.6,0, 070-4125-1140,커피숍
휴게음식점,2017-07-26,하늘가득,"서울특별시 강서구 곰달래로57길 23-7, 1층 (화곡동, 4동)",서울특별시 강서구 화곡동 803-25 (지상 1층) ,33,33,0,02-1111-1111,커피숍
휴게음식점,2017-08-01,래빗,"서울특별시 강서구 공항대로42길 54-35, 2층 (내발산동, 우장산동)",서울특별시 강서구 내발산동 658-7 외 1필지 지원빌딩 (지상 2층) ,19.8,19.8,0,  02-3662-8350,커피숍
휴게음식점,2017-08-02,다빈,"서울특별시 강서구 마곡서로 168, 2층 205호 (마곡동, 가양 1동 마곡럭스나인오피스텔엘동)",서울특별시 강서구 마곡동 758-1 마곡럭스나인오피스텔엘동 (지상 2층) 205호,85.8,85.8,0,  02-6014-0691,커피숍
휴게음식점,2017-08-03,메가커피,"서울특별시 강서구 양천로 492, 1층 105호 (등촌동, 3동 길훈엔트런스빌)",서울특별시 강서구 등촌동 78-7 외 1필지 길훈엔트런스빌 (지상 1층) 105호,39.56,39.56,0,  02-3665-6635,커피숍
휴게음식점,2017-08-10,봉푸드 분식(칼국수)음료,"서울특별시 강서구 방화동로5길 3, 1층 (방화동, 2동)",서울특별시 강서구 방화동 612-6 1층 ,37.74,37.74,0,  02-2666-7704,커피숍
휴게음식점,2017-08-14,송정뜨락,"서울특별시 강서구 송정로 45, 1층 (공항동)",서울특별시 강서구 공항동 60-28 1층 ,75.9,75.9,0,02-1111-1111,커피숍
휴게음식점,2017-08-16,파스쿠찌 강서NC백화점,"서울특별시 강서구 강서로56길 17, 8층 (등촌동, 3동 NC강서점)",서울특별시 강서구 등촌동 689 NC강서점 (지상 8층) ,145.2,145.2,0,  02-2667-9922,커피숍
휴게음식점,2017-08-25,바운트커피(BOUNTE COFFEE),"서울특별시 강서구 마곡동로4길 15, 1층 103호 (마곡동, 가양 1동 엠팰리체)",서울특별시 강서구 마곡동 797-10 엠팰리체 (지상 1층) 103호,40.32,40.32,0,02-1111-1111,커피숍
휴게음식점,2017-08-25,커피베이,"서울특별시 강서구 양천로 559, 3층 (가양동, 3동 가양이마트매장동)",서울특별시 강서구 가양동 449-19 가양이마트매장동 (지상 3층) ,13.22,13.22,0, 070-4726-2900,커피숍
휴게음식점,2017-08-28,프롬플랜츠,"서울특별시 강서구 등촌로39가길 4, 1층 (등촌동, 2동)",서울특별시 강서구 등촌동 516-4 (지상 1층) ,39.54,39.54,0,02-1111-1111,커피숍
휴게음식점,2017-08-30,카페미뇽(cafe mignon),"서울특별시 강서구 마곡동로 62, 1층 121호 (마곡동, 가양 1동 마곡사이언스타워)",서울특별시 강서구 마곡동 796-3 외 1필지 마곡사이언스타워 (지상 1층) 121호,47.79,47.79,0,02-1111-1111,커피숍
휴게음식점,2017-09-06,스타벅스 마곡나루역점,"서울특별시 강서구 마곡중앙로 161-17, 105,203,204호 (마곡동, 보타닉파크타워1, 가양1동)","서울특별시 강서구 마곡동 759-3 보타닉파크타워1, 105,203,204호 ",277.2,277.2,0,  02-3662-3504,커피숍
휴게음식점,2017-09-08,달리는커피 화곡점,"서울특별시 강서구 곰달래로36길 13, 1층 (화곡동, 2동)",서울특별시 강서구 화곡동 857-14 (지상 1층) ,20,20,0,  02-2603-8284,커피숍
휴게음식점,2017-09-20,커피에반하다 강서가양점,"서울특별시 강서구 양천로 551-24, 1층 104일부호 (가양동, 3동 한화비지메트로2차)",서울특별시 강서구 가양동 449-21 한화비지메트로2차 (지상 1층) 104일부호,21.75,21.75,0,02-1111-1111,커피숍
휴게음식점,2017-09-20,엘지사이언스파크 지 카페,"서울특별시 강서구 마곡중앙10로 10, W동 지하 1층 (마곡동, 가양 1동 엘지사이언스파크)",서울특별시 강서구 마곡동 770-0 엘지사이언스파크 (지하 1층) W동 ,25,25,0,02-1111-1111,커피숍
휴게음식점,2017-09-20,엘지사이언스파크 엘 카페,"서울특별시 강서구 마곡중앙10로 10, W동 지하 1층 (마곡동, 가양 1동 엘지사이언스파크)",서울특별시 강서구 마곡동 770-0 엘지사이언스파크 (지하 1층) W동 ,25,25,0,02-1111-1111,커피숍
휴게음식점,2017-09-21,감성커피 방화역점,"서울특별시 강서구 방화대로47가길 7, 1층 112호 (방화동, 3동 방화샤르망1오피스텔)",서울특별시 강서구 방화동 830-3 방화샤르망1오피스텔 (지상 1층) 112호,31.35,31.35,0, 070-4411-4489,커피숍
휴게음식점,2017-09-25,통툰만화까페,"서울특별시 강서구 강서로52길 16, 2층 (내발산동, 우장산동)",서울특별시 강서구 내발산동 652-0 외 1필지 (지상 2층) ,66,66,0,  02-3661-4948,커피숍
휴게음식점,2017-09-25,주스라이프,"서울특별시 강서구 공항대로61길 30, 1층 (염창동)",서울특별시 강서구 염창동 273-1 (지상 1층) ,17,17,0,02-1111-1111,커피숍
휴게음식점,2017-10-11,빽다방 발산역플레이스점,"서울특별시 강서구 강서로 395, 1층 108호 (마곡동, 가양 1동 플레이스에이치)",서울특별시 강서구 마곡동 793-9 플레이스에이치 (지상 1층) 108호,37.24,37.24,0,02-1111-1111,커피숍
휴게음식점,2017-10-11,블루포트 KC대학교점,"서울특별시 강서구 까치산로24길 47, 케이씨대학교, 학생복지관 1층 (화곡동)",서울특별시 강서구 화곡동 953-1 케이씨대학교 학생복지관 1층 ,43.6,43.6,0,02-1111-1111,커피숍
휴게음식점,2017-10-18,커피에반하다 우장산역점,"서울특별시 강서구 강서로 242, 상가동 1층 159~160호 (화곡동, 우장산동 강서힐스테이트)",서울특별시 강서구 화곡동 1165-1 강서힐스테이트 (지상 1층) 상가동 159~160호,53.34,53.34,0,02-1111-1111,커피숍
휴게음식점,2017-11-03,카페DA,"서울특별시 강서구 공항대로61길 55, 1층 (등촌동, 1동 연우빌라)",서울특별시 강서구 등촌동 633-33 연우빌라 1층 ,54,54,0,02-1111-1111,커피숍
휴게음식점,2017-11-07,시럽,"서울특별시 강서구 강서로33길 26, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1050-37 1층 ,4.95,4.95,0,02-1111-1111,커피숍
휴게음식점,2017-11-13,카페조이,"서울특별시 강서구 양천로49길 29, 1층 (가양동, 1동)",서울특별시 강서구 가양동 275-5 (지상 1층) ,115.4,115.4,0,  02-3663-8181,커피숍
휴게음식점,2017-11-16,누쿠이커피팩토리,"서울특별시 강서구 강서로29길 74-1, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 380-9 (지상 1층) ,80.33,80.33,0,  02-6083-9135,커피숍
휴게음식점,2017-11-28,카페올디네리,"서울특별시 강서구 까치산로 125, 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 977-22 (지상 1층) ,30,30,0,02-1111-1111,커피숍
휴게음식점,2017-12-05,스타벅스 방화DT,"서울특별시 강서구 방화대로 375, 2~3층 (방화동, 1동 세움빌딩)",서울특별시 강서구 방화동 293-4 외 2필지 세움빌딩 (지상 2~3층) ,373.97,373.97,0,  02-2661-8843,커피숍
휴게음식점,2017-12-07,더벤티 NC강서점,"서울특별시 강서구 강서로56길 17, 지하1층 (등촌동, 3동 엔씨백화점)",서울특별시 강서구 등촌동 689 엔씨백화점 (지하 1층) ,12.54,12.54,0,  02-2667-9838,커피숍
휴게음식점,2017-12-14,엘지사이언스파크 7층 구내식당 카페,"서울특별시 강서구 마곡중앙10로 30, 엘지사이언스파크 통합지원센터동 7층 (마곡동)",서울특별시 강서구 마곡동 770-1 엘지사이언스파크 (지상 7층) 통합지원센터동 ,48.84,48.84,0,  02-6924-4804,커피숍
휴게음식점,2017-12-19,더플롯(가양역점),"서울특별시 강서구 양천로 510, 현대프린스텔 1층 104호 (등촌동)",서울특별시 강서구 등촌동 628-13 현대프린스텔 (지상 1층) 104호,39.44,39.44,0,02-1111-1111,커피숍
휴게음식점,2017-12-21,매머드익스프레스강서한강자이타워16호,"서울특별시 강서구 양천로 401, 강서한강자이타워 A동 1층 116호 (가양동)",서울특별시 강서구 가양동 1498-0 강서한강자이타워 (지상 1층) A동 116호,42.19,42.19,0,  02-2638-5115,커피숍
휴게음식점,2017-12-22,할리스 김포공항점,"서울특별시 강서구 하늘길 112, 김포국제공항 국내선 1층 (공항동)","서울특별시 강서구 공항동 1373-5 김포국제공항 국내선, 1층 ",102.2,102.2,0,  02-2064-0312,커피숍
휴게음식점,2017-12-26,투썸플레이스 마곡점,"서울특별시 강서구 마곡중앙6로 40, 장흥빌딩 1,2층 101, 201,202,203호 (마곡동)",서울특별시 강서구 마곡동 774-8 장흥빌딩 ,309.93,309.93,0,  02-3662-5800,커피숍
휴게음식점,2017-12-28,Lcafe(엘카페),"서울특별시 강서구 마곡중앙10로 30, 엘지사이언스파크 지하1층 (마곡동)",서울특별시 강서구 마곡동 770-1 엘지사이언스파크 (지하 1층) ,20.2,20.2,0,  02-3400-7784,커피숍
휴게음식점,2018-01-02,(주)행복마루,"서울특별시 강서구 마곡중앙10로 70, 엘지사이언스파크 지하 1층 (마곡동)",서울특별시 강서구 마곡동 789-0 엘지사이언스파크 (지하 1층) ,50,50,0,02-1111-1111,커피숍
휴게음식점,2018-01-12,CU 염창월드점,"서울특별시 강서구 공항대로59다길 122, 1층 (염창동)",서울특별시 강서구 염창동 272-12 ,3.3,3.3,0,  02-2668-1254,커피숍
휴게음식점,2018-01-15,오브드(ovd),"서울특별시 강서구 등촌로39나길 20, 1층 (등촌동)",서울특별시 강서구 등촌동 524-1 (지상 1층) ,61.12,61.12,0,02-1111-1111,커피숍
휴게음식점,2018-01-23,위드유 마곡카페,"서울특별시 강서구 마곡중앙8로 71, 엘지사이언스파크 지하 1층 (마곡동)",서울특별시 강서구 마곡동 789-4 엘지사이언스파크 (지하 1층) ,50,50,0, 070-5213-7247,커피숍
휴게음식점,2018-01-24,드롭탑엘지사이언스,"서울특별시 강서구 마곡중앙10로 30, 엘지사이언스파크 지하 1층 (마곡동)",서울특별시 강서구 마곡동 770-1 엘지사이언스파크 (지하 1층) ,29.39,29.39,0,  02-3400-7784,커피숍
휴게음식점,2018-01-26,플레이보6라이트(공차),"서울특별시 강서구 하늘길 112, 김포공항 국내선청사 1층 (공항동)",서울특별시 강서구 공항동 1373 김포공항 국내선청사 ,14.6,14.6,0,02-1111-1111,커피숍
휴게음식점,2018-02-05,쏘나이스커피,"서울특별시 강서구 마곡중앙로 59-17, 류마타워2 B101호 (마곡동)",서울특별시 강서구 마곡동 798-6 류마타워2 B101호 ,12.65,12.65,0,02-1111-1111,커피숍
휴게음식점,2018-02-08,백미당 김포공항점,"서울특별시 강서구 하늘길 112, 김포공항 4층 (공항동)",서울특별시 강서구 공항동 1373 김포공항 ,22.28,22.28,0,  02-2663-2677,커피숍
휴게음식점,2018-02-09,카페게이트 마곡나루점,"서울특별시 강서구 마곡중앙로 161-11, 힐스테이트에코마곡나루역라마다앙코르서울 1층 104호 (마곡동)",서울특별시 강서구 마곡동 760-1 힐스테이트에코마곡나루역라마다앙코르서울 (지상 1층) 104호,33.02,33.02,0,  02-2658-1812,커피숍
휴게음식점,2018-02-14,카페그랑,"서울특별시 강서구 마곡중앙로 150, 에스앤아이강서사옥 1층 (마곡동)",서울특별시 강서구 마곡동 766 에스앤아이강서사옥(지상 1층) ,252.68,252.68,0, 070-7500-7472,커피숍
휴게음식점,2018-02-21,더벤티 롯데마트김포공항점,"서울특별시 강서구 하늘길 38, 김포공항, 롯데몰, 스카이시티 지하 2층 (방화동)","서울특별시 강서구 방화동 886 김포공항, 롯데몰, 스카이시티 (지하 2층) ",36.6,36.6,0,  02-6116-6117,커피숍
휴게음식점,2018-02-23,카페 길,"서울특별시 강서구 강서로8길 24, 1층 102호 (화곡동, 다성빌라)",서울특별시 강서구 화곡동 892-20 1층 102호,44.5,44.5,0,02-1111-1111,커피숍
휴게음식점,2018-03-06,블랙벤자민,"서울특별시 강서구 까치산로18길 17, 파크하임 1층층 (화곡동)",서울특별시 강서구 화곡동 966-17 파크하임 (지상 1층) ,78.88,78.88,0, 070-7798-1390,커피숍
휴게음식점,2018-03-07,메가엠지씨커피 강서우림블루나인점,"서울특별시 강서구 양천로 583, 우림블루나인비즈니스센터 1층 123호 (염창동)",서울특별시 강서구 염창동 240-21 우림블루나인비즈니스센터 (지상 1층) 123호,45.68,45.68,0,  02-2093-2121,커피숍
휴게음식점,2018-03-12,세븐일레븐 방화하늘점,"서울특별시 강서구 금낭화로 61, 1층 (방화동)",서울특별시 강서구 방화동 564-75 (지상 1층) ,3.3,3.3,0,  02-2064-0490,커피숍
휴게음식점,2018-03-23,언니네커피,"서울특별시 강서구 마곡중앙5로1길 20, 마곡나루역보타닉비즈타워 1층 119호 (마곡동)",서울특별시 강서구 마곡동 757-3 마곡나루역보타닉비즈타워 (지상 1층) 119호,28.71,28.71,0,  02-6449-1190,커피숍
휴게음식점,2018-03-26,투썸플레이스 강서구청점,"서울특별시 강서구 화곡로 347, 1~2층 115~116, 209~210호 (화곡동, 그랜드아이파크)","서울특별시 강서구 화곡동 1095-0 그랜드아이파크 (지상 1~2층) 115~116, 2호",184.62,184.62,0,  02-2607-5773,커피숍
휴게음식점,2018-03-27,오롯이(OROSI),"서울특별시 강서구 초록마을로 37, 1층 (화곡동)",서울특별시 강서구 화곡동 53-10 (지상 1층) ,35,35,0,  02-2699-5002,커피숍
휴게음식점,2018-03-27,슈거문,"서울특별시 강서구 공항대로 213, 보타닉파크타워2 13층 1301-33호 (마곡동)",서울특별시 강서구 마곡동 774-2 보타닉파크타워2 1301-33호 ,6.6,6.6,0,02-1111-1111,커피숍
휴게음식점,2018-03-28,예인,"서울특별시 강서구 방화대로34길 120, 상가동 2층 1호 (마곡동, 신안빌라)",서울특별시 강서구 마곡동 327-53 신안빌라 (지상 2층) 상가동 1호,126.17,126.17,0,  02-2605-0682,커피숍
휴게음식점,2018-03-30,카페인중독(화곡점),"서울특별시 강서구 까치산로4길 65, 1층 (화곡동)",서울특별시 강서구 화곡동 102-12 (지상 1층) ,28,28,0,02-1111-1111,커피숍
휴게음식점,2018-04-02,날쌘카페 마곡점,"서울특별시 강서구 공항대로36길 107, 1층 (내발산동)",서울특별시 강서구 내발산동 678-18 (지상 1층) ,13.34,13.34,0,02-1111-1111,커피숍
휴게음식점,2018-04-03,"커피,한송이","서울특별시 강서구 공항대로45길 44, 청림오피스텔 1층 105호 (등촌동)",서울특별시 강서구 등촌동 641-11 청림오피스텔 (지상 1층) 105호,33,33,0,02-1111-1111,커피숍
휴게음식점,2018-04-05,콩볶는다락,"서울특별시 강서구 양천로 626, 1층 (등촌동)",서울특별시 강서구 등촌동 633-7 (지상 1층) ,36.28,36.28,0,02-1111-1111,커피숍
휴게음식점,2018-04-05,이디야 마곡퀸즈파크9점,"서울특별시 강서구 공항대로 247, 퀸즈파크나인 C동 4층 409호 (마곡동)",서울특별시 강서구 마곡동 797-1 퀸즈파크나인 4층 C동 409호,102.92,102.92,0,02-1111-1111,커피숍
