주차장명,주차면수,연월일,입차대수,출차대수,피크시간
신설동,79,2022-01-25,146,147,15
영등포구청역,137,2022-01-25,229,85,14
적선노외,30,2022-01-25,168,83,17
도봉산역,364,2022-01-25,395,422,11
학여울역,180,2022-01-25,114,117,13
사당노외,184,2022-01-25,337,340,19
종묘,1617,2022-01-25,1442,1446,14
천왕역,328,2022-01-25,358,365,13
개화역,483,2022-01-25,309,315,13
마포유수지,505,2022-01-25,824,837,13
세종로,1260,2022-01-25,589,596,14
신대방역,60,2022-01-25,146,148,15
동대문,1092,2022-01-25,1504,1580,1
천호역,1432,2022-01-25,1609,1618,12
용산주차빌딩,561,2022-01-25,454,456,17
신천유수지,214,2022-01-25,199,203,12
신방화역,199,2022-01-25,203,205,14
훈련원공원,873,2022-01-25,972,968,13
가양라이품,38,2022-01-25,32,36,14
남산예장,40,2022-01-25,181,2,12
장안1동,74,2022-01-25,73,74,18
신월4동,53,2022-01-25,26,2,15
장안2동,80,2022-01-25,44,45,17
웃우물,79,2022-01-25,53,52,15
장안2동,80,2022-01-26,46,48,9
사당노외,184,2022-01-26,370,365,20
가양라이품,38,2022-01-26,32,40,13
세종로,1260,2022-01-26,591,615,15
구파발역,399,2022-01-26,630,645,12
웃우물,79,2022-01-26,58,62,10
적선노외,30,2022-01-26,191,92,13
신방화역,199,2022-01-26,210,203,13
한강진역,176,2022-01-26,390,395,14
동대문,1092,2022-01-26,1505,1512,0
구로디지털단지역,92,2022-01-26,173,183,20
종묘,1617,2022-01-26,1459,1462,15
천호역,1432,2022-01-26,1707,1722,12
훈련원공원,873,2022-01-26,955,946,13
수락산역,157,2022-01-26,243,235,14
용산주차빌딩,561,2022-01-26,458,455,14
신대방역,60,2022-01-26,145,149,15
서울글로벌센터,38,2022-01-26,70,72,14
남산예장,40,2022-01-26,181,3,13
천왕역,328,2022-01-26,346,344,13
수서역북,553,2022-01-26,636,646,11
복정역,322,2022-01-26,346,358,15
학여울역,180,2022-01-26,123,119,13
개화역,483,2022-01-26,315,313,15
신천유수지,214,2022-01-26,221,228,11
마포유수지,505,2022-01-26,823,829,12
영등포구청역,137,2022-01-26,214,84,15
수서역남,18,2022-01-26,0,0,23
장안1동,74,2022-01-26,75,73,4
화랑대역,319,2022-01-26,314,316,12
신월4동,53,2022-01-26,26,2,18
도봉산역,364,2022-01-26,391,388,13
잠실역,346,2022-01-26,627,628,14
신설동,79,2022-01-26,209,205,15
개화산역,322,2022-01-26,363,370,13
잠실역,346,2022-01-27,610,606,12
구로디지털단지역,92,2022-01-27,198,198,19
개화산역,322,2022-01-27,351,341,16
수서역북,553,2022-01-27,642,646,11
수서역남,18,2022-01-27,0,0,23
복정역,322,2022-01-27,361,368,16
한강진역,176,2022-01-27,351,356,14
수락산역,157,2022-01-27,221,227,16
화랑대역,319,2022-01-27,306,304,15
서울글로벌센터,38,2022-01-27,62,68,15
구파발역,399,2022-01-27,694,695,12
신설동,79,2022-01-27,226,222,15
영등포구청역,137,2022-01-27,195,73,15
적선노외,30,2022-01-27,190,98,14
도봉산역,364,2022-01-27,397,410,13
학여울역,180,2022-01-27,115,113,16
사당노외,184,2022-01-27,341,344,20
종묘,1617,2022-01-27,1497,1520,15
천왕역,328,2022-01-27,356,362,15
개화역,483,2022-01-27,313,311,13
마포유수지,505,2022-01-27,792,811,12
세종로,1260,2022-01-27,604,602,15
신대방역,60,2022-01-27,165,163,13
동대문,1092,2022-01-27,1553,1587,1
천호역,1432,2022-01-27,1674,1669,11
용산주차빌딩,561,2022-01-27,433,446,16
신천유수지,214,2022-01-27,209,205,12
신방화역,199,2022-01-27,199,212,11
훈련원공원,873,2022-01-27,882,902,13
가양라이품,38,2022-01-27,33,30,16
남산예장,40,2022-01-27,190,2,6
장안1동,74,2022-01-27,83,90,6
신월4동,53,2022-01-27,20,5,13
장안2동,80,2022-01-27,53,55,9
웃우물,79,2022-01-27,66,66,11
잠실역,346,2022-01-28,581,597,12
구로디지털단지역,92,2022-01-28,205,208,19
개화산역,322,2022-01-28,324,322,12
수서역북,553,2022-01-28,517,534,12
수서역남,18,2022-01-28,0,0,23
복정역,322,2022-01-28,301,320,11
한강진역,176,2022-01-28,393,399,15
수락산역,157,2022-01-28,222,218,15
화랑대역,319,2022-01-28,293,291,12
서울글로벌센터,38,2022-01-28,78,81,11
구파발역,399,2022-01-28,741,755,12
신설동,79,2022-01-28,202,213,15
영등포구청역,137,2022-01-28,198,75,12
적선노외,30,2022-01-28,181,106,5
도봉산역,364,2022-01-28,357,362,14
학여울역,180,2022-01-28,97,108,13
사당노외,184,2022-01-28,377,374,20
종묘,1617,2022-01-28,1515,1545,13
천왕역,328,2022-01-28,352,359,13
개화역,483,2022-01-28,274,279,14
마포유수지,505,2022-01-28,677,700,12
세종로,1260,2022-01-28,475,481,13
신대방역,60,2022-01-28,176,177,17
동대문,1092,2022-01-28,1287,1675,1
천호역,1432,2022-01-28,1768,1815,12
용산주차빌딩,561,2022-01-28,335,353,13
신천유수지,214,2022-01-28,232,238,12
신방화역,199,2022-01-28,201,205,13
훈련원공원,873,2022-01-28,834,856,13
가양라이품,38,2022-01-28,31,34,11
남산예장,40,2022-01-28,172,0,12
장안1동,74,2022-01-28,72,71,13
신월4동,53,2022-01-28,24,1,10
장안2동,80,2022-01-28,50,47,12
웃우물,79,2022-01-28,65,60,13
잠실역,346,2022-01-29,551,561,15
구로디지털단지역,92,2022-01-29,192,205,18
개화산역,322,2022-01-29,177,168,15
수서역북,553,2022-01-29,241,255,4
수서역남,18,2022-01-29,0,0,23
복정역,322,2022-01-29,134,156,14
한강진역,176,2022-01-29,588,603,18
수락산역,157,2022-01-29,133,139,14
화랑대역,319,2022-01-29,118,132,15
서울글로벌센터,38,2022-01-29,2,1,17
구파발역,399,2022-01-29,468,478,12
신설동,79,2022-01-29,242,244,15
영등포구청역,137,2022-01-29,79,22,11
적선노외,30,2022-01-29,170,71,17
도봉산역,364,2022-01-29,229,230,14
학여울역,180,2022-01-29,50,53,7
사당노외,184,2022-01-29,247,248,14
종묘,1617,2022-01-29,1268,1302,14
천왕역,328,2022-01-29,169,179,14
개화역,483,2022-01-29,83,62,16
마포유수지,505,2022-01-29,437,454,19
세종로,1260,2022-01-29,534,557,19
신대방역,60,2022-01-29,136,137,18
동대문,1092,2022-01-29,286,669,1
천호역,1432,2022-01-29,1350,1378,16
용산주차빌딩,561,2022-01-29,58,74,3
신천유수지,214,2022-01-29,89,97,15
신방화역,199,2022-01-29,143,151,7
훈련원공원,873,2022-01-29,277,298,12
가양라이품,38,2022-01-29,8,10,13
남산예장,40,2022-01-29,160,1,11
장안1동,74,2022-01-29,49,46,4
신월4동,53,2022-01-29,17,0,15
장안2동,80,2022-01-29,32,36,9
웃우물,79,2022-01-29,46,53,2
잠실역,346,2022-01-30,542,548,15
구로디지털단지역,92,2022-01-30,141,142,19
개화산역,322,2022-01-30,202,156,11
수서역북,553,2022-01-30,156,170,4
수서역남,18,2022-01-30,0,0,23
복정역,322,2022-01-30,136,145,20
한강진역,176,2022-01-30,499,498,16
수락산역,157,2022-01-30,111,112,12
화랑대역,319,2022-01-30,80,81,16
서울글로벌센터,38,2022-01-30,0,2,7
구파발역,399,2022-01-30,223,226,15
신설동,79,2022-01-30,239,243,14
영등포구청역,137,2022-01-30,58,33,7
적선노외,30,2022-01-30,199,74,15
도봉산역,364,2022-01-30,178,186,14
학여울역,180,2022-01-30,33,36,8
사당노외,184,2022-01-30,175,173,19
종묘,1617,2022-01-30,826,832,15
천왕역,328,2022-01-30,110,114,13
개화역,483,2022-01-30,52,46,17
마포유수지,505,2022-01-30,229,237,18
세종로,1260,2022-01-30,634,643,16
신대방역,60,2022-01-30,137,134,19
동대문,1092,2022-01-30,209,216,15
천호역,1432,2022-01-30,1025,1048,18
용산주차빌딩,561,2022-01-30,41,41,8
신천유수지,214,2022-01-30,83,82,13
신방화역,199,2022-01-30,92,99,1
훈련원공원,873,2022-01-30,96,109,7
가양라이품,38,2022-01-30,6,6,12
남산예장,40,2022-01-30,135,0,22
장안1동,74,2022-01-30,43,45,4
신월4동,53,2022-01-30,10,0,15
장안2동,80,2022-01-30,24,27,9
웃우물,79,2022-01-30,25,23,23
잠실역,346,2022-01-31,340,347,16
구로디지털단지역,92,2022-01-31,139,127,16
개화산역,322,2022-01-31,128,133,9
수서역북,553,2022-01-31,157,169,4
수서역남,18,2022-01-31,0,0,23
복정역,322,2022-01-31,63,71,17
한강진역,176,2022-01-31,402,410,16
수락산역,157,2022-01-31,100,107,13
화랑대역,319,2022-01-31,76,72,15
서울글로벌센터,38,2022-01-31,1,1,17
구파발역,399,2022-01-31,280,284,10
신설동,79,2022-01-31,145,153,14
영등포구청역,137,2022-01-31,50,25,6
적선노외,30,2022-01-31,167,59,12
도봉산역,364,2022-01-31,120,112,13
학여울역,180,2022-01-31,43,43,8
사당노외,184,2022-01-31,131,145,12
종묘,1617,2022-01-31,651,656,15
천왕역,328,2022-01-31,68,64,18
개화역,483,2022-01-31,45,42,16
마포유수지,505,2022-01-31,224,224,13
세종로,1260,2022-01-31,286,290,15
신대방역,60,2022-01-31,120,111,17
동대문,1092,2022-01-31,92,95,16
천호역,1432,2022-01-31,693,709,20
용산주차빌딩,561,2022-01-31,40,45,10
신천유수지,214,2022-01-31,53,53,8
신방화역,199,2022-01-31,83,93,7
훈련원공원,873,2022-01-31,87,92,14
가양라이품,38,2022-01-31,4,3,23
남산예장,40,2022-01-31,124,1,7
장안1동,74,2022-01-31,34,43,6
신월4동,53,2022-01-31,14,0,23
장안2동,80,2022-01-31,28,23,0
웃우물,79,2022-01-31,34,36,8
잠실역,346,2022-02-01,368,369,17
구로디지털단지역,92,2022-02-01,86,84,16
개화산역,322,2022-02-01,123,153,12
수서역북,553,2022-02-01,145,143,0
수서역남,18,2022-02-01,0,0,23
복정역,322,2022-02-01,56,61,8
한강진역,176,2022-02-01,221,225,16
수락산역,157,2022-02-01,63,60,15
화랑대역,319,2022-02-01,62,63,15
서울글로벌센터,38,2022-02-01,0,0,23
구파발역,399,2022-02-01,225,227,10
신설동,79,2022-02-01,62,59,16
영등포구청역,137,2022-02-01,52,22,0
적선노외,30,2022-02-01,121,51,14
도봉산역,364,2022-02-01,70,77,13
학여울역,180,2022-02-01,33,40,21
사당노외,184,2022-02-01,86,88,19
종묘,1617,2022-02-01,280,284,16
천왕역,328,2022-02-01,63,66,9
개화역,483,2022-02-01,33,51,9
마포유수지,505,2022-02-01,83,86,19
세종로,1260,2022-02-01,479,479,19
신대방역,60,2022-02-01,118,124,18
동대문,1092,2022-02-01,38,39,15
천호역,1432,2022-02-01,560,543,18
용산주차빌딩,561,2022-02-01,39,35,7
신천유수지,214,2022-02-01,59,59,18
신방화역,199,2022-02-01,68,59,22
훈련원공원,873,2022-02-01,49,51,7
가양라이품,38,2022-02-01,1,1,23
남산예장,40,2022-02-01,120,0,7
장안1동,74,2022-02-01,47,39,23
신월4동,53,2022-02-01,9,2,11
장안2동,80,2022-02-01,15,17,10
웃우물,79,2022-02-01,29,29,7
잠실역,346,2022-02-02,522,522,15
구로디지털단지역,92,2022-02-02,160,170,18
개화산역,322,2022-02-02,145,166,12
수서역북,553,2022-02-02,208,207,10
수서역남,18,2022-02-02,0,0,23
복정역,322,2022-02-02,98,85,19
한강진역,176,2022-02-02,540,541,16
수락산역,157,2022-02-02,101,103,14
화랑대역,319,2022-02-02,85,87,15
서울글로벌센터,38,2022-02-02,1,1,17
구파발역,399,2022-02-02,237,237,11
신설동,79,2022-02-02,181,177,15
영등포구청역,137,2022-02-02,90,47,12
적선노외,30,2022-02-02,174,75,13
도봉산역,364,2022-02-02,140,144,15
학여울역,180,2022-02-02,51,40,23
사당노외,184,2022-02-02,195,185,19
종묘,1617,2022-02-02,549,536,15
천왕역,328,2022-02-02,91,88,18
개화역,483,2022-02-02,45,60,13
마포유수지,505,2022-02-02,307,301,19
세종로,1260,2022-02-02,575,578,15
신대방역,60,2022-02-02,96,113,14
동대문,1092,2022-02-02,108,103,17
천호역,1432,2022-02-02,860,835,19
용산주차빌딩,561,2022-02-02,42,35,19
신천유수지,214,2022-02-02,63,62,16
신방화역,199,2022-02-02,92,87,0
훈련원공원,873,2022-02-02,99,90,21
가양라이품,38,2022-02-02,6,6,13
남산예장,40,2022-02-02,122,0,11
장안1동,74,2022-02-02,38,29,0
신월4동,53,2022-02-02,9,0,23
장안2동,80,2022-02-02,30,24,23
웃우물,79,2022-02-02,34,31,20
잠실역,346,2022-02-03,562,557,15
구로디지털단지역,92,2022-02-03,154,158,16
개화산역,322,2022-02-03,305,293,16
수서역북,553,2022-02-03,536,525,10
수서역남,18,2022-02-03,0,0,23
복정역,322,2022-02-03,287,282,15
한강진역,176,2022-02-03,330,334,14
수락산역,157,2022-02-03,197,200,13
화랑대역,319,2022-02-03,267,274,10
서울글로벌센터,38,2022-02-03,62,65,16
구파발역,399,2022-02-03,722,722,15
신설동,79,2022-02-03,200,198,15
영등포구청역,137,2022-02-03,212,80,11
적선노외,30,2022-02-03,144,74,20
도봉산역,364,2022-02-03,358,361,13
학여울역,180,2022-02-03,113,105,13
사당노외,184,2022-02-03,303,318,15
종묘,1617,2022-02-03,1465,1425,15
천왕역,328,2022-02-03,335,322,14
개화역,483,2022-02-03,269,264,13
마포유수지,505,2022-02-03,616,608,12
세종로,1260,2022-02-03,635,621,19
신대방역,60,2022-02-03,135,136,20
동대문,1092,2022-02-03,1281,503,0
천호역,1432,2022-02-03,1533,1522,12
용산주차빌딩,561,2022-02-03,425,402,17
신천유수지,214,2022-02-03,205,208,14
신방화역,199,2022-02-03,190,198,12
훈련원공원,873,2022-02-03,854,818,13
가양라이품,38,2022-02-03,28,30,16
남산예장,40,2022-02-03,171,0,13
장안1동,74,2022-02-03,62,78,5
신월4동,53,2022-02-03,20,2,9
장안2동,80,2022-02-03,45,47,9
웃우물,79,2022-02-03,71,71,15
구로디지털단지역,92,2022-02-04,170,164,19
서울글로벌센터,38,2022-02-04,66,69,17
개화역,483,2022-02-04,300,310,14
신천유수지,214,2022-02-04,211,210,13
신설동,79,2022-02-04,237,237,16
웃우물,79,2022-02-04,66,63,11
한강진역,176,2022-02-04,345,357,14
천호역,1432,2022-02-04,1685,1718,12
학여울역,180,2022-02-04,109,115,14
영등포구청역,137,2022-02-04,198,83,14
도봉산역,364,2022-02-04,350,339,12
개화산역,322,2022-02-04,320,327,12
동대문,1092,2022-02-04,1448,1532,1
훈련원공원,873,2022-02-04,880,888,13
수락산역,157,2022-02-04,214,210,16
남산예장,40,2022-02-04,179,0,12
마포유수지,505,2022-02-04,638,662,13
신월4동,53,2022-02-04,17,2,10
가양라이품,38,2022-02-04,31,31,14
세종로,1260,2022-02-04,607,625,19
천왕역,328,2022-02-04,324,329,13
수서역북,553,2022-02-04,541,561,11
장안1동,74,2022-02-04,63,64,18
잠실역,346,2022-02-04,655,658,13
신대방역,60,2022-02-04,149,150,15
장안2동,80,2022-02-04,44,44,13
사당노외,184,2022-02-04,344,343,20
용산주차빌딩,561,2022-02-04,426,443,17
복정역,322,2022-02-04,327,337,16
수서역남,18,2022-02-04,0,0,23
구파발역,399,2022-02-04,694,702,15
적선노외,30,2022-02-04,174,100,18
신방화역,199,2022-02-04,205,206,12
종묘,1617,2022-02-04,1535,1550,14
화랑대역,319,2022-02-04,270,264,16
잠실역,346,2022-02-05,585,599,15
구로디지털단지역,92,2022-02-05,182,186,17
개화산역,322,2022-02-05,170,161,16
수서역북,553,2022-02-05,211,218,4
수서역남,18,2022-02-05,0,0,23
복정역,322,2022-02-05,145,155,12
한강진역,176,2022-02-05,565,573,18
수락산역,157,2022-02-05,168,172,13
화랑대역,319,2022-02-05,145,152,14
서울글로벌센터,38,2022-02-05,1,1,16
구파발역,399,2022-02-05,436,440,13
신설동,79,2022-02-05,228,238,15
영등포구청역,137,2022-02-05,95,27,11
적선노외,30,2022-02-05,121,59,17
도봉산역,364,2022-02-05,217,225,14
학여울역,180,2022-02-05,73,79,10
사당노외,184,2022-02-05,272,276,19
종묘,1617,2022-02-05,1272,1314,15
천왕역,328,2022-02-05,158,165,13
개화역,483,2022-02-05,77,73,16
마포유수지,505,2022-02-05,452,481,19
세종로,1260,2022-02-05,449,456,16
신대방역,60,2022-02-05,142,140,19
동대문,1092,2022-02-05,380,1093,1
천호역,1432,2022-02-05,1448,1455,19
용산주차빌딩,561,2022-02-05,121,133,16
신천유수지,214,2022-02-05,82,84,17
신방화역,199,2022-02-05,111,115,12
훈련원공원,873,2022-02-05,350,371,13
가양라이품,38,2022-02-05,4,4,15
남산예장,40,2022-02-05,161,0,13
장안1동,74,2022-02-05,51,56,4
신월4동,53,2022-02-05,10,0,14
장안2동,80,2022-02-05,39,36,9
웃우물,79,2022-02-05,42,47,10
잠실역,346,2022-02-06,491,493,18
구로디지털단지역,92,2022-02-06,145,148,18
개화산역,322,2022-02-06,118,109,12
수서역북,553,2022-02-06,211,219,0
수서역남,18,2022-02-06,0,0,23
복정역,322,2022-02-06,136,136,17
한강진역,176,2022-02-06,485,496,16
수락산역,157,2022-02-06,115,112,12
화랑대역,319,2022-02-06,105,105,12
서울글로벌센터,38,2022-02-06,0,0,23
구파발역,399,2022-02-06,227,234,13
신설동,79,2022-02-06,212,213,15
영등포구청역,137,2022-02-06,75,25,22
적선노외,30,2022-02-06,127,57,16
도봉산역,364,2022-02-06,164,171,14
학여울역,180,2022-02-06,44,40,0
사당노외,184,2022-02-06,211,204,16
종묘,1617,2022-02-06,643,630,15
천왕역,328,2022-02-06,91,91,18
개화역,483,2022-02-06,50,65,13
마포유수지,505,2022-02-06,203,202,18
세종로,1260,2022-02-06,352,353,15
신대방역,60,2022-02-06,121,124,15
동대문,1092,2022-02-06,929,332,0
천호역,1432,2022-02-06,911,931,19
용산주차빌딩,561,2022-02-06,46,44,0
신천유수지,214,2022-02-06,95,95,14
신방화역,199,2022-02-06,104,102,22
훈련원공원,873,2022-02-06,108,117,16
가양라이품,38,2022-02-06,4,5,13
남산예장,40,2022-02-06,144,0,12
장안1동,74,2022-02-06,47,43,6
신월4동,53,2022-02-06,12,0,23
장안2동,80,2022-02-06,26,25,7
웃우물,79,2022-02-06,34,30,23
잠실역,346,2022-02-07,569,565,12
구로디지털단지역,92,2022-02-07,170,172,16
개화산역,322,2022-02-07,353,365,13
수서역북,553,2022-02-07,650,645,12
수서역남,18,2022-02-07,0,0,23
복정역,322,2022-02-07,358,358,13
한강진역,176,2022-02-07,278,283,13
수락산역,157,2022-02-07,205,208,17
화랑대역,319,2022-02-07,324,325,12
서울글로벌센터,38,2022-02-07,81,82,15
구파발역,399,2022-02-07,678,672,15
신설동,79,2022-02-07,203,203,13
영등포구청역,137,2022-02-07,237,122,11
적선노외,30,2022-02-07,161,82,20
도봉산역,364,2022-02-07,385,383,12
학여울역,180,2022-02-07,118,114,13
사당노외,184,2022-02-07,322,318,19
종묘,1617,2022-02-07,1428,1409,15
천왕역,328,2022-02-07,366,358,14
개화역,483,2022-02-07,325,326,13
마포유수지,505,2022-02-07,701,694,12
세종로,1260,2022-02-07,443,421,14
신대방역,60,2022-02-07,137,141,15
동대문,1092,2022-02-07,1668,1420,0
천호역,1432,2022-02-07,1649,1658,12
용산주차빌딩,561,2022-02-07,431,411,18
신천유수지,214,2022-02-07,189,192,14
신방화역,199,2022-02-07,217,215,13
훈련원공원,873,2022-02-07,927,905,13
가양라이품,38,2022-02-07,28,33,14
남산예장,40,2022-02-07,171,2,17
장안1동,74,2022-02-07,61,68,18
신월4동,53,2022-02-07,24,3,9
장안2동,80,2022-02-07,45,45,17
웃우물,79,2022-02-07,56,53,11
잠실역,346,2022-02-08,621,627,15
구로디지털단지역,92,2022-02-08,133,145,19
개화산역,322,2022-02-08,357,352,13
수서역북,553,2022-02-08,662,657,11
수서역남,18,2022-02-08,0,0,23
복정역,322,2022-02-08,353,354,15
한강진역,176,2022-02-08,302,306,15
수락산역,157,2022-02-08,209,205,11
화랑대역,319,2022-02-08,306,300,12
서울글로벌센터,38,2022-02-08,65,71,11
구파발역,399,2022-02-08,708,727,14
신설동,79,2022-02-08,157,160,14
영등포구청역,137,2022-02-08,227,97,15
적선노외,30,2022-02-08,179,92,0
도봉산역,364,2022-02-08,380,389,15
학여울역,180,2022-02-08,116,112,11
사당노외,184,2022-02-08,344,353,17
종묘,1617,2022-02-08,1481,1490,15
천왕역,328,2022-02-08,344,345,13
개화역,483,2022-02-08,282,292,16
마포유수지,505,2022-02-08,803,814,12
세종로,1260,2022-02-08,531,526,15
신대방역,60,2022-02-08,123,122,13
동대문,1092,2022-02-08,1576,1686,1
천호역,1432,2022-02-08,1665,1660,13
용산주차빌딩,561,2022-02-08,438,432,18
신천유수지,214,2022-02-08,236,234,15
신방화역,199,2022-02-08,206,206,14
훈련원공원,873,2022-02-08,914,907,14
가양라이품,38,2022-02-08,28,24,17
남산예장,40,2022-02-08,176,1,13
장안1동,74,2022-02-08,74,78,18
신월4동,53,2022-02-08,23,1,12
장안2동,80,2022-02-08,39,40,15
웃우물,79,2022-02-08,47,51,10
잠실역,346,2022-02-09,606,604,15
구로디지털단지역,92,2022-02-09,160,148,17
개화산역,322,2022-02-09,352,358,12
수서역북,553,2022-02-09,628,645,11
수서역남,18,2022-02-09,0,0,23
복정역,322,2022-02-09,345,342,15
한강진역,176,2022-02-09,306,305,16
수락산역,157,2022-02-09,204,204,13
화랑대역,319,2022-02-09,303,310,16
서울글로벌센터,38,2022-02-09,49,50,11
구파발역,399,2022-02-09,645,660,14
신설동,79,2022-02-09,215,214,15
영등포구청역,137,2022-02-09,190,77,16
적선노외,30,2022-02-09,170,85,5
도봉산역,364,2022-02-09,369,368,13
학여울역,180,2022-02-09,114,102,13
사당노외,184,2022-02-09,354,355,19
종묘,1617,2022-02-09,1444,1455,14
천왕역,328,2022-02-09,360,361,16
개화역,483,2022-02-09,314,318,14
마포유수지,505,2022-02-09,725,751,13
세종로,1260,2022-02-09,501,608,14
신대방역,60,2022-02-09,125,122,16
동대문,1092,2022-02-09,1477,1505,0
천호역,1432,2022-02-09,1620,1645,14
용산주차빌딩,561,2022-02-09,409,412,17
신천유수지,214,2022-02-09,215,215,13
신방화역,199,2022-02-09,209,213,12
훈련원공원,873,2022-02-09,924,924,13
가양라이품,38,2022-02-09,24,25,15
남산예장,40,2022-02-09,175,1,13
장안1동,74,2022-02-09,80,78,10
신월4동,53,2022-02-09,23,0,20
장안2동,80,2022-02-09,48,47,10
웃우물,79,2022-02-09,64,61,10
잠실역,346,2022-02-10,573,580,14
구로디지털단지역,92,2022-02-10,162,169,19
개화산역,322,2022-02-10,343,331,12
수서역북,553,2022-02-10,617,618,11
수서역남,18,2022-02-10,0,0,23
복정역,322,2022-02-10,342,339,16
한강진역,176,2022-02-10,331,339,14
수락산역,157,2022-02-10,205,206,12
화랑대역,319,2022-02-10,284,290,13
서울글로벌센터,38,2022-02-10,69,70,11
구파발역,399,2022-02-10,640,650,15
신설동,79,2022-02-10,232,232,15
영등포구청역,137,2022-02-10,201,345,12
적선노외,30,2022-02-10,142,88,20
도봉산역,364,2022-02-10,390,395,14
학여울역,180,2022-02-10,142,149,13
사당노외,184,2022-02-10,354,344,19
종묘,1617,2022-02-10,1408,1430,14
천왕역,328,2022-02-10,353,358,16
개화역,483,2022-02-10,312,282,13
마포유수지,505,2022-02-10,759,759,19
세종로,1260,2022-02-10,500,501,15
신대방역,60,2022-02-10,142,145,14
동대문,1092,2022-02-10,1451,1470,0
천호역,1432,2022-02-10,1651,1659,12
용산주차빌딩,561,2022-02-10,413,417,17
신천유수지,214,2022-02-10,209,215,13
신방화역,199,2022-02-10,211,216,14
훈련원공원,873,2022-02-10,893,874,14
가양라이품,38,2022-02-10,25,26,11
남산예장,40,2022-02-10,177,348,12
장안1동,74,2022-02-10,69,71,18
신월4동,53,2022-02-10,21,42,18
장안2동,80,2022-02-10,56,56,12
웃우물,79,2022-02-10,54,60,10
잠실역,346,2022-02-11,627,634,14
구로디지털단지역,92,2022-02-11,177,182,19
개화산역,322,2022-02-11,333,337,16
수서역북,553,2022-02-11,605,620,10
수서역남,18,2022-02-11,0,0,23
복정역,322,2022-02-11,356,362,15
한강진역,176,2022-02-11,361,365,13
수락산역,157,2022-02-11,225,222,12
화랑대역,319,2022-02-11,286,285,13
서울글로벌센터,38,2022-02-11,61,67,14
구파발역,399,2022-02-11,651,665,11
신설동,79,2022-02-11,212,212,15
영등포구청역,137,2022-02-11,205,347,14
적선노외,30,2022-02-11,171,92,17
도봉산역,364,2022-02-11,350,358,12
학여울역,180,2022-02-11,159,169,13
사당노외,184,2022-02-11,356,373,10
종묘,1617,2022-02-11,1563,1583,15
천왕역,328,2022-02-11,326,329,13
개화역,483,2022-02-11,273,283,13
마포유수지,505,2022-02-11,758,785,12
세종로,1260,2022-02-11,530,561,15
신대방역,60,2022-02-11,136,134,20
동대문,1092,2022-02-11,1507,1537,0
천호역,1432,2022-02-11,1772,1799,11
용산주차빌딩,561,2022-02-11,402,417,15
신천유수지,214,2022-02-11,198,202,14
신방화역,199,2022-02-11,223,222,12
훈련원공원,873,2022-02-11,879,903,13
가양라이품,38,2022-02-11,28,27,13
남산예장,40,2022-02-11,179,351,13
장안1동,74,2022-02-11,68,71,11
신월4동,53,2022-02-11,22,38,11
장안2동,80,2022-02-11,50,52,16
웃우물,79,2022-02-11,68,62,11
잠실역,346,2022-02-12,662,666,16
구로디지털단지역,92,2022-02-12,194,202,18
개화산역,322,2022-02-12,180,176,14
수서역북,553,2022-02-12,311,320,13
수서역남,18,2022-02-12,0,0,23
복정역,322,2022-02-12,171,209,15
한강진역,176,2022-02-12,565,574,19
수락산역,157,2022-02-12,188,189,12
화랑대역,319,2022-02-12,144,151,13
서울글로벌센터,38,2022-02-12,0,1,7
구파발역,399,2022-02-12,479,489,12
신설동,79,2022-02-12,236,243,13
영등포구청역,137,2022-02-12,110,185,20
적선노외,30,2022-02-12,160,64,17
도봉산역,364,2022-02-12,274,274,14
학여울역,180,2022-02-12,233,243,15
사당노외,184,2022-02-12,300,308,20
종묘,1617,2022-02-12,1421,1446,15
천왕역,328,2022-02-12,139,147,12
개화역,483,2022-02-12,90,92,17
마포유수지,505,2022-02-12,542,555,13
세종로,1260,2022-02-12,427,434,17
신대방역,60,2022-02-12,157,160,16
동대문,1092,2022-02-12,464,1226,1
천호역,1432,2022-02-12,1614,1656,13
용산주차빌딩,561,2022-02-12,112,121,17
신천유수지,214,2022-02-12,93,100,15
신방화역,199,2022-02-12,131,151,11
훈련원공원,873,2022-02-12,337,384,13
가양라이품,38,2022-02-12,9,12,10
남산예장,40,2022-02-12,165,326,12
장안1동,74,2022-02-12,67,69,13
신월4동,53,2022-02-12,15,38,4
장안2동,80,2022-02-12,32,36,8
웃우물,79,2022-02-12,47,56,11
잠실역,346,2022-02-13,567,575,16
구로디지털단지역,92,2022-02-13,163,168,16
개화산역,322,2022-02-13,143,150,15
수서역북,553,2022-02-13,233,220,0
수서역남,18,2022-02-13,1,1,16
복정역,322,2022-02-13,141,139,17
한강진역,176,2022-02-13,552,560,17
수락산역,157,2022-02-13,130,135,14
화랑대역,319,2022-02-13,101,102,12
서울글로벌센터,38,2022-02-13,1,1,16
구파발역,399,2022-02-13,230,241,14
신설동,79,2022-02-13,237,234,14
영등포구청역,137,2022-02-13,75,110,22
적선노외,30,2022-02-13,150,66,16
도봉산역,364,2022-02-13,227,237,13
학여울역,180,2022-02-13,333,328,12
사당노외,184,2022-02-13,253,252,19
종묘,1617,2022-02-13,823,843,14
천왕역,328,2022-02-13,104,104,18
개화역,483,2022-02-13,63,71,12
마포유수지,505,2022-02-13,243,248,19
세종로,1260,2022-02-13,433,442,17
신대방역,60,2022-02-13,127,124,20
